LastName,Name,State,District,Party,Term,ImageUrl
Fong,"Fong, Vince",California,20.0,Republican,House of Representatives: 2024,https://www.congress.gov/img/member/669ff04f5d19788d1f2034aa_200.jpg
Obernolte,"Obernolte, Jay",California,23.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/o000019_200.jpg
Cisneros,"Cisneros, Gilbert Ray, Jr.",California,31.0,Democratic,"House of Representatives: 2019 - 2021
House of Representatives: 2025",https://www.congress.gov/img/member/677423d00b34857ecc909065_200.jpg
Panetta,"Panetta, Jimmy",California,19.0,Democratic,House of Representatives: 2017,https://www.congress.gov/img/member/116_rp_ca_20_panetta_jimmy_200.jpg
Hamadeh,"Hamadeh, Abraham",Arizona,8.0,Republican,House of Representatives: 2025,https://www.congress.gov/img/member/67742a6f0b34857ecc9090c5_200.jpg
Figures,"Figures, Shomari",Alabama,2.0,Democratic,House of Representatives: 2025,https://www.congress.gov/img/member/677426790b34857ecc909095_200.jpg
Begich,"Begich, Nicholas",Alaska,0.0,Republican,House of Representatives: 2025,https://www.congress.gov/img/member/6774217e0b34857ecc909040_200.jpg
Ansari,"Ansari, Yassamin",Arizona,3.0,Democratic,House of Representatives: 2025,https://www.congress.gov/img/member/67741fc30b34857ecc90902e_200.jpg
Strong,"Strong, Dale W.",Alabama,5.0,Republican,House of Representatives: 2023,https://www.congress.gov/img/member/s001220_200.jpg
Kiley,"Kiley, Kevin",California,3.0,Republican,House of Representatives: 2023,https://www.congress.gov/img/member/k000401_200.jpg
Crane,"Crane, Elijah",Arizona,2.0,Republican,House of Representatives: 2023,https://www.congress.gov/img/member/c001132_200.jpg
Ciscomani,"Ciscomani, Juan",Arizona,6.0,Republican,House of Representatives: 2023,https://www.congress.gov/img/member/c001133_200.jpg
Moore,"Moore, Barry",Alabama,1.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/m001212_200.jpg
Biggs,"Biggs, Andy",Arizona,5.0,Republican,House of Representatives: 2017,https://www.congress.gov/img/member/b001302_200.jpg
DeSaulnier,"DeSaulnier, Mark",California,10.0,Democratic,House of Representatives: 2015,https://www.congress.gov/img/member/115_rp_ca_11_desaulnier_mark_200.jpg
Huffman,"Huffman, Jared",California,2.0,Democratic,House of Representatives: 2013,https://www.congress.gov/img/member/h001068_200.jpg
Garamendi,"Garamendi, John",California,8.0,Democratic,House of Representatives: 2009,https://www.congress.gov/img/member/g000559_200.jpg
Schweikert,"Schweikert, David",Arizona,1.0,Republican,House of Representatives: 2011,https://www.congress.gov/img/member/s001183_200.jpg
Matsui,"Matsui, Doris O.",California,7.0,Democratic,House of Representatives: 2005,https://www.congress.gov/img/member/m001163_200.jpg
Aderholt,"Aderholt, Robert B.",Alabama,4.0,Republican,House of Representatives: 1997,https://www.congress.gov/img/member/a000055_200.jpg
Bera,"Bera, Ami",California,6.0,Democratic,House of Representatives: 2013,https://www.congress.gov/img/member/b001287_200.jpg
Huizenga,"Huizenga, Bill",Michigan,4.0,Republican,House of Representatives: 2011,https://www.congress.gov/img/member/h001058_200.jpg
Rubio,"Rubio, Marco",Florida,,Republican,Senate: 2011 - 2025,https://www.congress.gov/img/member/r000595_200.jpg
Justice,"Justice, James C.",West Virginia,,Republican,Senate: 2025,
Auchincloss,"Auchincloss, Jake",Massachusetts,4.0,Democratic,House of Representatives: 2021,https://www.congress.gov/img/member/67817e391f9ad6ea6fb1ebda_200.jpg
Simpson,"Simpson, Michael K.",Idaho,2.0,Republican,House of Representatives: 1999,https://www.congress.gov/img/member/678152c81f9ad6ea6fb1eb7f_200.jpg
Vance,"Vance, J. D.",Ohio,,Republican,Senate: 2023 - 2025,https://www.congress.gov/img/member/v000137_200.jpg
Perry,"Perry, Scott",Pennsylvania,10.0,Republican,House of Representatives: 2013,https://www.congress.gov/img/member/677ec7d3514c773869b6b915_200.jpg
Van Duyne,"Van Duyne, Beth",Texas,24.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/677461060b34857ecc9091af_200.jpg
Meuser,"Meuser, Daniel",Pennsylvania,9.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/6776ebbf4f8a93753830ca7d_200.jpg
Slotkin,"Slotkin, Elissa",Michigan,,Democratic,"House of Representatives: 2019 - 2025
Senate: 2025",https://www.congress.gov/img/member/s001208_200.jpg
Sheehy,"Sheehy, Tim",Montana,,Republican,Senate: 2025,
Moreno,"Moreno, Bernie",Ohio,,Republican,Senate: 2025,
McCormick,"McCormick, David",Pennsylvania,,Republican,Senate: 2025,
Gallego,"Gallego, Ruben",Arizona,,Democratic,"House of Representatives: 2015 - 2025
Senate: 2025",https://www.congress.gov/img/member/g000574_200.jpg
Curtis,"Curtis, John R.",Utah,,Republican,"House of Representatives: 2017 - 2025
Senate: 2025",https://www.congress.gov/img/member/c001114_200.jpg
Blunt Rochester,"Blunt Rochester, Lisa",Delaware,,Democratic,"House of Representatives: 2017 - 2025
Senate: 2025",https://www.congress.gov/img/member/b001303_200.jpg
Banks,"Banks, Jim",Indiana,,Republican,"House of Representatives: 2017 - 2025
Senate: 2025",https://www.congress.gov/img/member/b001299_200.jpg
Alsobrooks,"Alsobrooks, Angela",Maryland,,Democratic,Senate: 2025,
Schiff,"Schiff, Adam B.",California,,Democratic,"House of Representatives: 2001 - 2024
Senate: 2024",https://www.congress.gov/img/member/116_rp_ca_28_schiff_adam_200.jpg
Kim,"Kim, Andy",New Jersey,,Democratic,"House of Representatives: 2019 - 2024
Senate: 2024",https://www.congress.gov/img/member/k000394_200.jpg
Ricketts,"Ricketts, Pete",Nebraska,,Republican,Senate: 2023,https://www.congress.gov/img/member/r000618_200.jpg
Clarke,"Clarke, Yvette D.",New York,9.0,Democratic,House of Representatives: 2007,https://www.congress.gov/img/member/674dfc6b5c48ff736e6e1762_200.jpg
Norcross,"Norcross, Donald",New Jersey,1.0,Democratic,House of Representatives: 2014,https://www.congress.gov/img/member/n000188_200.jpg
Young,"Young, Todd",Indiana,,Republican,"House of Representatives: 2011 - 2017
Senate: 2017",https://www.congress.gov/img/member/y000064_200.jpg
Whitehouse,"Whitehouse, Sheldon",Rhode Island,,Democratic,Senate: 2007,https://www.congress.gov/img/member/w000802_200.jpg
Welch,"Welch, Peter",Vermont,,Democratic,"House of Representatives: 2007 - 2023
Senate: 2023",https://www.congress.gov/img/member/w000800_200.jpg
Wyden,"Wyden, Ron",Oregon,,Democratic,"House of Representatives: 1981 - 1996
Senate: 1996",https://www.congress.gov/img/member/w000779_200.jpg
Wicker,"Wicker, Roger F.",Mississippi,,Republican,"House of Representatives: 1995 - 2007
Senate: 2007",https://www.congress.gov/img/member/w000437_200.jpg
Warnock,"Warnock, Raphael G.",Georgia,,Democratic,Senate: 2021,https://www.congress.gov/img/member/w000790_200.jpg
Tuberville,"Tuberville, Tommy",Alabama,,Republican,Senate: 2021,https://www.congress.gov/img/member/t000278_200.jpg
Warren,"Warren, Elizabeth",Massachusetts,,Democratic,Senate: 2013,https://www.congress.gov/img/member/w000817_200.jpg
Warner,"Warner, Mark R.",Virginia,,Democratic,Senate: 2009,https://www.congress.gov/img/member/w000805_200.jpg
Van Hollen,"Van Hollen, Chris",Maryland,,Democratic,"House of Representatives: 2003 - 2017
Senate: 2017",https://www.congress.gov/img/member/v000128_200.jpg
Tillis,"Tillis, Thomas",North Carolina,,Republican,Senate: 2015,https://www.congress.gov/img/member/t000476_200.jpg
Thune,"Thune, John",South Dakota,,Republican,"House of Representatives: 1997 - 2003
Senate: 2005",https://www.congress.gov/img/member/t000250_200.jpg
Sullivan,"Sullivan, Dan",Alaska,,Republican,Senate: 2015,https://www.congress.gov/img/member/s001198_200.jpg
Schmitt,"Schmitt, Eric",Missouri,,Republican,Senate: 2023,https://www.congress.gov/img/member/s001227_200.jpg
Scott,"Scott, Rick",Florida,,Republican,Senate: 2019,https://www.congress.gov/img/member/s001217_200.jpg
Smith,"Smith, Tina",Minnesota,,Democratic,Senate: 2018,https://www.congress.gov/img/member/s001203_200.jpg
Scott,"Scott, Tim",South Carolina,,Republican,"House of Representatives: 2011 - 2013
Senate: 2013",https://www.congress.gov/img/member/s001184_200.jpg
Shaheen,"Shaheen, Jeanne",New Hampshire,,Democratic,Senate: 2009,https://www.congress.gov/img/member/s001181_200.jpg
Schumer,"Schumer, Charles E.",New York,,Democratic,"House of Representatives: 1981 - 1999
Senate: 1999",https://www.congress.gov/img/member/s000148_200.jpg
Schatz,"Schatz, Brian",Hawaii,,Democratic,Senate: 2012,https://www.congress.gov/img/member/s001194_200.jpg
Sanders,"Sanders, Bernard",Vermont,,Independent,"House of Representatives: 1991 - 2007
Senate: 2007",https://www.congress.gov/img/member/s000033_200.jpg
Rosen,"Rosen, Jacky",Nevada,,Democratic,"House of Representatives: 2017 - 2019
Senate: 2019",https://www.congress.gov/img/member/r000608_200.jpg
Rounds,"Rounds, Mike",South Dakota,,Republican,Senate: 2015,https://www.congress.gov/img/member/r000605_200.jpg
Risch,"Risch, James E.",Idaho,,Republican,Senate: 2009,https://www.congress.gov/img/member/r000584_200.jpg
Padilla,"Padilla, Alex",California,,Democratic,Senate: 2021,https://www.congress.gov/img/member/p000145_200.jpg
Paul,"Paul, Rand",Kentucky,,Republican,Senate: 2011,https://www.congress.gov/img/member/p000603_200.jpg
Peters,"Peters, Gary C.",Michigan,,Democratic,"House of Representatives: 2009 - 2015
Senate: 2015",https://www.congress.gov/img/member/p000595_200.jpg
Reed,"Reed, Jack",Rhode Island,,Democratic,"House of Representatives: 1991 - 1997
Senate: 1997",https://www.congress.gov/img/member/r000122_200.jpg
Ossoff,"Ossoff, Jon",Georgia,,Democratic,Senate: 2021,https://www.congress.gov/img/member/o000174_200.jpg
Murphy,"Murphy, Christopher",Connecticut,,Democratic,"House of Representatives: 2007 - 2013
Senate: 2013",https://www.congress.gov/img/member/m001169_200.jpg
Murray,"Murray, Patty",Washington,,Democratic,Senate: 1993,https://www.congress.gov/img/member/m001111_200.jpg
Mullin,"Mullin, Markwayne",Oklahoma,,Republican,"House of Representatives: 2013 - 2023
Senate: 2023",https://www.congress.gov/img/member/m001190_200.jpg
Moran,"Moran, Jerry",Kansas,,Republican,"House of Representatives: 1997 - 2011
Senate: 2011",https://www.congress.gov/img/member/m000934_200.jpg
Murkowski,"Murkowski, Lisa",Alaska,,Republican,Senate: 2002,https://www.congress.gov/img/member/m001153_200.jpg
Marshall,"Marshall, Roger",Kansas,,Republican,"House of Representatives: 2017 - 2021
Senate: 2021",https://www.congress.gov/img/member/m001198_200.jpg
Lummis,"Lummis, Cynthia M.",Wyoming,,Republican,"House of Representatives: 2009 - 2017
Senate: 2021",https://www.congress.gov/img/member/l000571_200.jpg
Merkley,"Merkley, Jeff",Oregon,,Democratic,Senate: 2009,https://www.congress.gov/img/member/m001176_200.jpg
Markey,"Markey, Edward J.",Massachusetts,,Democratic,"House of Representatives: 1977 - 2013
Senate: 2013",https://www.congress.gov/img/member/m000133_200.jpg
McConnell,"McConnell, Mitch",Kentucky,,Republican,Senate: 1985,https://www.congress.gov/img/member/m000355_200.jpg
Klobuchar,"Klobuchar, Amy",Minnesota,,Democratic,Senate: 2007,https://www.congress.gov/img/member/k000367_200.jpg
Lee,"Lee, Mike",Utah,,Republican,Senate: 2011,https://www.congress.gov/img/member/l000577_200.jpg
Lankford,"Lankford, James",Oklahoma,,Republican,"House of Representatives: 2011 - 2015
Senate: 2015",https://www.congress.gov/img/member/l000575_200.jpg
Lujan,"Lujan, Ben Ray",New Mexico,,Democratic,"House of Representatives: 2009 - 2021
Senate: 2021",https://www.congress.gov/img/member/l000570_200.jpg
Kelly,"Kelly, Mark",Arizona,,Democratic,Senate: 2020,https://www.congress.gov/img/member/k000377_200.jpg
Kennedy,"Kennedy, John",Louisiana,,Republican,Senate: 2017,https://www.congress.gov/img/member/k000393_200.jpg
King,"King, Angus S., Jr.",Maine,,Independent,Senate: 2013,https://www.congress.gov/img/member/k000383_200.jpg
Hickenlooper,"Hickenlooper, John W.",Colorado,,Democratic,Senate: 2021,https://www.congress.gov/img/member/h000273_200.jpg
Hyde-Smith,"Hyde-Smith, Cindy",Mississippi,,Republican,Senate: 2018,https://www.congress.gov/img/member/h001079_200.jpg
Kaine,"Kaine, Tim",Virginia,,Democratic,Senate: 2013,https://www.congress.gov/img/member/k000384_200.jpg
Johnson,"Johnson, Ron",Wisconsin,,Republican,Senate: 2011,https://www.congress.gov/img/member/j000293_200.jpg
Hoeven,"Hoeven, John",North Dakota,,Republican,Senate: 2011,https://www.congress.gov/img/member/h001061_200.jpg
Hirono,"Hirono, Mazie K.",Hawaii,,Democratic,"House of Representatives: 2007 - 2013
Senate: 2013",https://www.congress.gov/img/member/h001042_200.jpg
Hawley,"Hawley, Josh",Missouri,,Republican,Senate: 2019,https://www.congress.gov/img/member/h001089_200.jpg
Heinrich,"Heinrich, Martin",New Mexico,,Democratic,"House of Representatives: 2009 - 2013
Senate: 2013",https://www.congress.gov/img/member/h001046_200.jpg
Hagerty,"Hagerty, Bill",Tennessee,,Republican,Senate: 2021,https://www.congress.gov/img/member/h000601_200.jpg
Hassan,"Hassan, Margaret Wood",New Hampshire,,Democratic,Senate: 2017,https://www.congress.gov/img/member/h001076_200.jpg
Grassley,"Grassley, Chuck",Iowa,,Republican,"House of Representatives: 1975 - 1981
Senate: 1981",https://www.congress.gov/img/member/g000386_200.jpg
Fetterman,"Fetterman, John",Pennsylvania,,Democratic,Senate: 2023,https://www.congress.gov/img/member/f000479_200.jpg
Ernst,"Ernst, Joni",Iowa,,Republican,Senate: 2015,https://www.congress.gov/img/member/e000295_200.jpg
Fischer,"Fischer, Deb",Nebraska,,Republican,Senate: 2013,https://www.congress.gov/img/member/f000463_200.jpg
Duckworth,"Duckworth, Tammy",Illinois,,Democratic,"House of Representatives: 2013 - 2017
Senate: 2017",https://www.congress.gov/img/member/d000622_200.jpg
Gillibrand,"Gillibrand, Kirsten E.",New York,,Democratic,"House of Representatives: 2007 - 2009
Senate: 2009",https://www.congress.gov/img/member/g000555_200.jpg
Graham,"Graham, Lindsey",South Carolina,,Republican,"House of Representatives: 1995 - 2003
Senate: 2003",https://www.congress.gov/img/member/g000359_200.jpg
Durbin,"Durbin, Richard J.",Illinois,,Democratic,"House of Representatives: 1983 - 1997
Senate: 1997",https://www.congress.gov/img/member/d000563_200.jpg
Cruz,"Cruz, Ted",Texas,,Republican,Senate: 2013,https://www.congress.gov/img/member/c001098_200.jpg
Daines,"Daines, Steve",Montana,,Republican,"House of Representatives: 2013 - 2015
Senate: 2015",https://www.congress.gov/img/member/d000618_200.jpg
Cramer,"Cramer, Kevin",North Dakota,,Republican,"House of Representatives: 2013 - 2019
Senate: 2019",https://www.congress.gov/img/member/c001096_200.jpg
Cotton,"Cotton, Tom",Arkansas,,Republican,"House of Representatives: 2013 - 2015
Senate: 2015",https://www.congress.gov/img/member/c001095_200.jpg
Crapo,"Crapo, Mike",Idaho,,Republican,"House of Representatives: 1993 - 1999
Senate: 1999",https://www.congress.gov/img/member/c000880_200.jpg
Cortez Masto,"Cortez Masto, Catherine",Nevada,,Democratic,Senate: 2017,https://www.congress.gov/img/member/c001113_200.jpg
Coons,"Coons, Christopher A.",Delaware,,Democratic,Senate: 2010,https://www.congress.gov/img/member/c001088_200.jpg
Cassidy,"Cassidy, Bill",Louisiana,,Republican,"House of Representatives: 2009 - 2015
Senate: 2015",https://www.congress.gov/img/member/c001075_200.jpg
Collins,"Collins, Susan M.",Maine,,Republican,Senate: 1997,https://www.congress.gov/img/member/c001035_200.jpg
Cornyn,"Cornyn, John",Texas,,Republican,Senate: 2002,https://www.congress.gov/img/member/c001056_200.jpg
Capito,"Capito, Shelley Moore",West Virginia,,Republican,"House of Representatives: 2001 - 2015
Senate: 2015",https://www.congress.gov/img/member/c001047_200.jpg
Budd,"Budd, Ted",North Carolina,,Republican,"House of Representatives: 2017 - 2023
Senate: 2023",https://www.congress.gov/img/member/b001305_200.jpg
Cantwell,"Cantwell, Maria",Washington,,Democratic,"House of Representatives: 1993 - 1995
Senate: 2001",https://www.congress.gov/img/member/c000127_200.jpg
Britt,"Britt, Katie Boyd",Alabama,,Republican,Senate: 2023,https://www.congress.gov/img/member/b001319_200.jpg
Booker,"Booker, Cory A.",New Jersey,,Democratic,Senate: 2013,https://www.congress.gov/img/member/b001288_200.jpg
Blumenthal,"Blumenthal, Richard",Connecticut,,Democratic,Senate: 2011,https://www.congress.gov/img/member/b001277_200.jpg
Boozman,"Boozman, John",Arkansas,,Republican,"House of Representatives: 2001 - 2011
Senate: 2011",https://www.congress.gov/img/member/b001236_200.jpg
Barrasso,"Barrasso, John",Wyoming,,Republican,Senate: 2007,https://www.congress.gov/img/member/b001261_200.jpg
Bennet,"Bennet, Michael F.",Colorado,,Democratic,Senate: 2009,https://www.congress.gov/img/member/b001267_200.jpg
Baldwin,"Baldwin, Tammy",Wisconsin,,Democratic,"House of Representatives: 1999 - 2013
Senate: 2013",https://www.congress.gov/img/member/b001230_200.jpg
Blackburn,"Blackburn, Marsha",Tennessee,,Republican,"House of Representatives: 2003 - 2019
Senate: 2019",https://www.congress.gov/img/member/b001243_200.jpg
Lofgren,"Lofgren, Zoe",California,18.0,Democratic,House of Representatives: 1995,https://www.congress.gov/img/member/671024d7ec807bca66057fcb_200.jpg
Mullin,"Mullin, Kevin",California,15.0,Democratic,House of Representatives: 2023,https://www.congress.gov/img/member/m001225_200.jpg
Ruiz,"Ruiz, Raul",California,25.0,Democratic,House of Representatives: 2013,https://www.congress.gov/img/member/66e1aec832c796cea99fe06f_200.jpg
De La Cruz,"De La Cruz, Monica",Texas,15.0,Republican,House of Representatives: 2023,https://www.congress.gov/img/member/66d9fd54f440bf1dc174fbf6_200.jpg
Carey,"Carey, Mike",Ohio,15.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/c001126_200.jpg
Clyburn,"Clyburn, James E.",South Carolina,6.0,Democratic,House of Representatives: 1993,https://www.congress.gov/img/member/c000537_200.jpg
Frost,"Frost, Maxwell",Florida,10.0,Democratic,House of Representatives: 2023,https://www.congress.gov/img/member/f000476_200.jpg
Van Orden,"Van Orden, Derrick",Wisconsin,3.0,Republican,House of Representatives: 2023,https://www.congress.gov/img/member/v000135_200.jpg
Perez,"Perez, Marie Gluesenkamp",Washington,3.0,Democratic,House of Representatives: 2023,https://www.congress.gov/img/member/g000600_200.jpg
Tiffany,"Tiffany, Thomas P.",Wisconsin,7.0,Republican,House of Representatives: 2020,https://www.congress.gov/img/member/t000165_200.jpg
Miller,"Miller, Carol D.",West Virginia,1.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/m001205_200.jpg
Steil,"Steil, Bryan",Wisconsin,1.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/s001213_200.jpg
Schrier,"Schrier, Kim",Washington,8.0,Democratic,House of Representatives: 2019,https://www.congress.gov/img/member/s001216_200.jpg
Cline,"Cline, Ben",Virginia,6.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/c001118_200.jpg
Jayapal,"Jayapal, Pramila",Washington,7.0,Democratic,House of Representatives: 2017,https://www.congress.gov/img/member/116_rp_wa_7_jayapal_pramila_200.jpg
Plaskett,"Plaskett, Stacey E.",Virgin Islands,,Democratic,House of Representatives: 2015,https://www.congress.gov/img/member/116_dg_vi_plaskett_stacey_200.jpg
Pocan,"Pocan, Mark",Wisconsin,2.0,Democratic,House of Representatives: 2013,https://www.congress.gov/img/member/p000607_200.jpg
Connolly,"Connolly, Gerald E.",Virginia,11.0,Democratic,House of Representatives: 2009,https://www.congress.gov/img/member/c001078_200.jpg
Smith,"Smith, Adam",Washington,9.0,Democratic,House of Representatives: 1997,https://www.congress.gov/img/member/116_rp_wa_9_smith_adam_200.jpg
Moore,"Moore, Gwen",Wisconsin,4.0,Democratic,House of Representatives: 2005,https://www.congress.gov/img/member/116_rp_wi_4_moore_gwen_200.jpg
Larsen,"Larsen, Rick",Washington,2.0,Democratic,House of Representatives: 2001,https://www.congress.gov/img/member/116_rp_wa_2_larsen_rick_200.jpg
Ogles,"Ogles, Andrew",Tennessee,5.0,Republican,House of Representatives: 2023,https://www.congress.gov/img/member/o000175_200.jpg
Hunt,"Hunt, Wesley",Texas,38.0,Republican,House of Representatives: 2023,https://www.congress.gov/img/member/h001095_200.jpg
Crockett,"Crockett, Jasmine",Texas,30.0,Democratic,House of Representatives: 2023,https://www.congress.gov/img/member/c001130_200.jpg
Ellzey,"Ellzey, Jake",Texas,6.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/e000071_200.jpg
Owens,"Owens, Burgess",Utah,4.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/o000086_200.jpg
Nehls,"Nehls, Troy E.",Texas,22.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/n000026_200.jpg
Moore,"Moore, Blake D.",Utah,1.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/m001213_200.jpg
Mace,"Mace, Nancy",South Carolina,1.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/m000194_200.jpg
Harshbarger,"Harshbarger, Diana",Tennessee,1.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/h001086_200.jpg
Fallon,"Fallon, Pat",Texas,4.0,Republican,House of Representatives: 2021,https://www.congress.gov/img/member/f000246_200.jpg
Garcia,"Garcia, Sylvia R.",Texas,29.0,Democratic,House of Representatives: 2019,https://www.congress.gov/img/member/g000587_200.jpg
Roy,"Roy, Chip",Texas,21.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/r000614_200.jpg
Escobar,"Escobar, Veronica",Texas,16.0,Democratic,House of Representatives: 2019,https://www.congress.gov/img/member/e000299_200.jpg
Gooden,"Gooden, Lance",Texas,5.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/g000589_200.jpg
Crenshaw,"Crenshaw, Dan",Texas,2.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/c001120_200.jpg
Green,"Green, Mark E.",Tennessee,7.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/g000590_200.jpg
Rose,"Rose, John W.",Tennessee,6.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/r000612_200.jpg
Burchett,"Burchett, Tim",Tennessee,2.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/b001309_200.jpg
Johnson,"Johnson, Dusty",South Dakota,0.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/j000301_200.jpg
Timmons,"Timmons, William R.",South Carolina,4.0,Republican,House of Representatives: 2019,https://www.congress.gov/img/member/t000480_200.jpg
Norman,"Norman, Ralph",South Carolina,5.0,Republican,House of Representatives: 2017,https://www.congress.gov/img/member/n000190_200.jpg
Kustoff,"Kustoff, David",Tennessee,8.0,Republican,House of Representatives: 2017,https://www.congress.gov/img/member/116_rp_tn_8_kustoff_david_200.jpg
Babin,"Babin, Brian",Texas,36.0,Republican,House of Representatives: 2015,https://www.congress.gov/img/member/b001291_200.jpg
Williams,"Williams, Roger",Texas,25.0,Republican,House of Representatives: 2013,https://www.congress.gov/img/member/w000816_200.jpg
Castro,"Castro, Joaquin",Texas,20.0,Democratic,House of Representatives: 2013,https://www.congress.gov/img/member/c001091_200.jpg
Weber,"Weber, Randy K. Sr.",Texas,14.0,Republican,House of Representatives: 2013,https://www.congress.gov/img/member/w000814_200.jpg
Wittman,"Wittman, Robert J.",Virginia,1.0,Republican,House of Representatives: 2007,https://www.congress.gov/img/member/w000804_200.jpg
DesJarlais,"DesJarlais, Scott",Tennessee,4.0,Republican,House of Representatives: 2011,https://www.congress.gov/img/member/d000616_200.jpg
Fleischmann,"Fleischmann, Charles J. ""Chuck""",Tennessee,3.0,Republican,House of Representatives: 2011,https://www.congress.gov/img/member/f000459_200.jpg
Cohen,"Cohen, Steve",Tennessee,9.0,Democratic,House of Representatives: 2007,https://www.congress.gov/img/member/c001068_200.jpg
Sessions,"Sessions, Pete",Texas,17.0,Republican,"House of Representatives: 1997 - 2019
House of Representatives: 2021",https://www.congress.gov/img/member/115_rp_tx_32_sessions_pete_200.jpg
Scott,"Scott, Robert C. ""Bobby""",Virginia,3.0,Democratic,House of Representatives: 1993,https://www.congress.gov/img/member/s000185_200.jpg
McCaul,"McCaul, Michael T.",Texas,10.0,Republican,House of Representatives: 2005,https://www.congress.gov/img/member/116_rp_tx_10_mccaul_michael_200.jpg
Green,"Green, Al",Texas,9.0,Democratic,House of Representatives: 2005,https://www.congress.gov/img/member/116_rp_tx_9_green_al_200.jpg
Carter,"Carter, John R.",Texas,31.0,Republican,House of Representatives: 2003,https://www.congress.gov/img/member/c001051_200.jpg
Wilson,"Wilson, Joe",South Carolina,2.0,Republican,House of Representatives: 2001,https://www.congress.gov/img/member/116_rp_sc_2_wilson_joe_200.jpg
Doggett,"Doggett, Lloyd",Texas,37.0,Democratic,House of Representatives: 1995,https://www.congress.gov/img/member/d000399_200.jpg
