LastName,Name,State,District,Party,Term,ImageUrl
Good,"Good, Bob",Virginia,5.0,Republican,House of Representatives: 2021 - 2025,https://www.congress.gov/img/member/g000595_200.jpg
Pascrell,"Pascrell, Bill",New Jersey,9.0,Democratic,House of Representatives: 1997 - 2024,https://www.congress.gov/img/member/116_rp_nj_9_pascrell_bill_200.jpg
Armstrong,"Armstrong, Kelly",North Dakota,0.0,Republican,House of Representatives: 2019 - 2024,https://www.congress.gov/img/member/a000377_200.jpg
Gaetz,"Gaetz, Matt",Florida,1.0,Republican,House of Representatives: 2017 - 2024,https://www.congress.gov/img/member/116_rp_fl_1_gaetz_matt_200.jpg
Williams,"Williams, Brandon",New York,22.0,Republican,House of Representatives: 2023 - 2025,https://www.congress.gov/img/member/w000828_200.jpg
Wild,"Wild, Susan",Pennsylvania,7.0,Democratic,House of Representatives: 2018 - 2025,https://www.congress.gov/img/member/116_rp_pa_7_wild_susan_200.jpg
Wexton,"Wexton, Jennifer",Virginia,10.0,Democratic,House of Representatives: 2019 - 2025,https://www.congress.gov/img/member/w000825_200.jpg
Wenstrup,"Wenstrup, Brad R.",Ohio,2.0,Republican,House of Representatives: 2013 - 2025,https://www.congress.gov/img/member/w000815_200.jpg
Trone,"Trone, David J.",Maryland,6.0,Democratic,House of Representatives: 2019 - 2025,https://www.congress.gov/img/member/t000483_200.jpg
Spanberger,"Spanberger, Abigail Davis",Virginia,7.0,Democratic,House of Representatives: 2019 - 2025,https://www.congress.gov/img/member/s001209_200.jpg
Sablan,"Sablan, Gregorio Kilili Camacho",Northern Mariana Islands,,Democratic,House of Representatives: 2009 - 2025,https://www.congress.gov/img/member/s001177_200.jpg
Sarbanes,"Sarbanes, John P.",Maryland,3.0,Democratic,House of Representatives: 2007 - 2025,https://www.congress.gov/img/member/s001168_200.jpg
Steel,"Steel, Michelle",California,45.0,Republican,House of Representatives: 2021 - 2025,https://www.congress.gov/img/member/s001135_200.jpg
Ruppersberger,"Ruppersberger, C. A. Dutch",Maryland,2.0,Democratic,House of Representatives: 2003 - 2025,https://www.congress.gov/img/member/116_rp_md_2_ruppersberger_c_200.jpg
Rosendale,"Rosendale, Matthew M.",Montana,2.0,Republican,House of Representatives: 2021 - 2025,https://www.congress.gov/img/member/r000103_200.jpg
Peltola,"Peltola, Mary Sattler",Alaska,0.0,Democratic,House of Representatives: 2022 - 2025,https://www.congress.gov/img/member/p000619_200.jpg
Porter,"Porter, Katie",California,47.0,Democratic,House of Representatives: 2019 - 2025,https://www.congress.gov/img/member/p000618_200.jpg
Phillips,"Phillips, Dean",Minnesota,3.0,Democratic,House of Representatives: 2019 - 2025,https://www.congress.gov/img/member/p000616_200.jpg
Pence,"Pence, Greg",Indiana,6.0,Republican,House of Representatives: 2019 - 2025,https://www.congress.gov/img/member/p000615_200.jpg
Posey,"Posey, Bill",Florida,8.0,Republican,House of Representatives: 2009 - 2025,https://www.congress.gov/img/member/p000599_200.jpg
Nickel,"Nickel, Wiley",North Carolina,13.0,Democratic,House of Representatives: 2023 - 2025,https://www.congress.gov/img/member/n000194_200.jpg
Napolitano,"Napolitano, Grace F.",California,31.0,Democratic,House of Representatives: 1999 - 2025,https://www.congress.gov/img/member/116_rp_ca_32_napolitano_grace_200.jpg
Molinaro,"Molinaro, Marcus J.",New York,19.0,Republican,House of Representatives: 2023 - 2025,https://www.congress.gov/img/member/m001221_200.jpg
Mooney,"Mooney, Alexander X.",West Virginia,2.0,Republican,House of Representatives: 2015 - 2025,https://www.congress.gov/img/member/m001195_200.jpg
McMorris Rodgers,"McMorris Rodgers, Cathy",Washington,5.0,Republican,House of Representatives: 2005 - 2025,https://www.congress.gov/img/member/m001159_200.jpg
McHenry,"McHenry, Patrick T.",North Carolina,10.0,Republican,House of Representatives: 2005 - 2025,https://www.congress.gov/img/member/116_rp_nc_10_mchenry_patrick_200.jpg
Manning,"Manning, Kathy E.",North Carolina,6.0,Democratic,House of Representatives: 2021 - 2025,https://www.congress.gov/img/member/m001135_200.jpg
Lee Carter,"Lee Carter, Erica",Texas,18.0,Democratic,House of Representatives: 2024 - 2025,https://www.congress.gov/img/member/6734b97f4c72e343a6aff9f4_200.jpg
Lopez,"Lopez, Greg",Colorado,4.0,Republican,House of Representatives: 2024 - 2025,https://www.congress.gov/img/member/668e94fd658443009a697c9e_200.jpg
Lesko,"Lesko, Debbie",Arizona,8.0,Republican,House of Representatives: 2018 - 2025,https://www.congress.gov/img/member/l000589_200.jpg
Luetkemeyer,"Luetkemeyer, Blaine",Missouri,3.0,Republican,House of Representatives: 2009 - 2025,https://www.congress.gov/img/member/l000569_200.jpg
Lamborn,"Lamborn, Doug",Colorado,5.0,Republican,House of Representatives: 2007 - 2025,https://www.congress.gov/img/member/l000564_200.jpg
Lee,"Lee, Barbara",California,12.0,Democratic,House of Representatives: 1997 - 2025,https://www.congress.gov/img/member/116_rp_ca_13_lee_barbara_200.jpg
LaTurner,"LaTurner, Jake",Kansas,2.0,Republican,House of Representatives: 2021 - 2025,https://www.congress.gov/img/member/l000266_200.jpg
Kuster,"Kuster, Ann M.",New Hampshire,2.0,Democratic,House of Representatives: 2013 - 2025,https://www.congress.gov/img/member/k000382_200.jpg
Kilmer,"Kilmer, Derek",Washington,6.0,Democratic,House of Representatives: 2013 - 2025,https://www.congress.gov/img/member/k000381_200.jpg
Kildee,"Kildee, Daniel T.",Michigan,8.0,Democratic,House of Representatives: 2013 - 2025,https://www.congress.gov/img/member/k000380_200.jpg
Graves,"Graves, Garret",Louisiana,6.0,Republican,House of Representatives: 2015 - 2025,https://www.congress.gov/img/member/115_rp_la_6_graves_garret_200.jpg
Granger,"Granger, Kay",Texas,12.0,Republican,House of Representatives: 1997 - 2025,https://www.congress.gov/img/member/g000377_200.jpg
Ferguson,"Ferguson, A. Drew",Georgia,3.0,Republican,House of Representatives: 2017 - 2025,https://www.congress.gov/img/member/116_rp_ga_3_ferguson_a_200.jpg
Eshoo,"Eshoo, Anna G.",California,16.0,Democratic,House of Representatives: 1993 - 2025,https://www.congress.gov/img/member/e000215_200.jpg
Duarte,"Duarte, John S.",California,13.0,Republican,House of Representatives: 2023 - 2025,https://www.congress.gov/img/member/d000633_200.jpg
D'Esposito,"D'Esposito, Anthony",New York,4.0,Republican,House of Representatives: 2023 - 2025,https://www.congress.gov/img/member/d000632_200.jpg
Duncan,"Duncan, Jeff",South Carolina,3.0,Republican,House of Representatives: 2011 - 2025,https://www.congress.gov/img/member/d000615_200.jpg
Chavez-DeRemer,"Chavez-DeRemer, Lori",Oregon,5.0,Republican,House of Representatives: 2023 - 2025,https://www.congress.gov/img/member/c001135_200.jpg
Caraveo,"Caraveo, Yadira",Colorado,8.0,Democratic,House of Representatives: 2023 - 2025,https://www.congress.gov/img/member/c001134_200.jpg
Cárdenas,"Cárdenas, Tony",California,29.0,Democratic,House of Representatives: 2013 - 2025,https://www.congress.gov/img/member/c001097_200.jpg
Cartwright,"Cartwright, Matt",Pennsylvania,8.0,Democratic,House of Representatives: 2013 - 2025,https://www.congress.gov/img/member/117_rp_pa_8_cartwright_matt_200.jpg
Carl,"Carl, Jerry L.",Alabama,1.0,Republican,House of Representatives: 2021 - 2025,https://www.congress.gov/img/member/c001054_200.jpg
Bishop,"Bishop, Dan",North Carolina,8.0,Republican,House of Representatives: 2019 - 2025,https://www.congress.gov/img/member/b001311_200.jpg
Bucshon,"Bucshon, Larry",Indiana,8.0,Republican,House of Representatives: 2011 - 2025,https://www.congress.gov/img/member/115_rp_in_8_bucshon_larry_200.jpg
Burgess,"Burgess, Michael C.",Texas,26.0,Republican,House of Representatives: 2003 - 2025,https://www.congress.gov/img/member/b001248_200.jpg
Bush,"Bush, Cori",Missouri,1.0,Democratic,House of Representatives: 2021 - 2025,https://www.congress.gov/img/member/b001224_200.jpg
Bowman,"Bowman, Jamaal",New York,16.0,Democratic,House of Representatives: 2021 - 2025,https://www.congress.gov/img/member/b001223_200.jpg
Blumenauer,"Blumenauer, Earl",Oregon,3.0,Democratic,House of Representatives: 1995 - 2025,https://www.congress.gov/img/member/b000574_200.jpg
Allred,"Allred, Colin Z.",Texas,32.0,Democratic,House of Representatives: 2019 - 2025,https://www.congress.gov/img/member/a000376_200.jpg
Casey,"Casey, Robert P., Jr.",Pennsylvania,,Democratic,Senate: 2007 - 2025,https://www.congress.gov/img/member/c001070_200.jpg
Tester,"Tester, Jon",Montana,,Democratic,Senate: 2007 - 2025,https://www.congress.gov/img/member/t000464_200.jpg
Sinema,"Sinema, Kyrsten",Arizona,,Independent,"House of Representatives: 2013 - 2019
Senate: 2019 - 2025",https://www.congress.gov/img/member/s001191_200.jpg
Stabenow,"Stabenow, Debbie",Michigan,,Democratic,"House of Representatives: 1997 - 2001
Senate: 2001 - 2025",https://www.congress.gov/img/member/s000770_200.jpg
Romney,"Romney, Mitt",Utah,,Republican,Senate: 2019 - 2025,https://www.congress.gov/img/member/r000615_200.jpg
Manchin,"Manchin, Joe, III",West Virginia,,Independent,Senate: 2010 - 2025,https://www.congress.gov/img/member/m001183_200.jpg
Carper,"Carper, Thomas R.",Delaware,,Democratic,"House of Representatives: 1983 - 1993
Senate: 2001 - 2025",https://www.congress.gov/img/member/c000174_200.jpg
Cardin,"Cardin, Benjamin L.",Maryland,,Democratic,"House of Representatives: 1987 - 2007
Senate: 2007 - 2025",https://www.congress.gov/img/member/c000141_200.jpg
Braun,"Braun, Mike",Indiana,,Republican,Senate: 2019 - 2025,https://www.congress.gov/img/member/b001310_200.jpg
Helmy,"Helmy, George S.",New Jersey,,Democratic,Senate: 2024 - 2024,https://www.congress.gov/img/member/6705445b99dce9b5b414f5d4_200.jpg
Butler,"Butler, Laphonza R.",California,,Democratic,Senate: 2023 - 2024,https://www.congress.gov/img/member/b001320_200.jpg
Santos,"Santos, George",New York,3.0,Republican,House of Representatives: 2023 - 2023,https://www.congress.gov/img/member/s001222_200.jpg
Jackson,"Jackson, Jeff",North Carolina,14.0,Democratic,House of Representatives: 2023 - 2025,https://www.congress.gov/img/member/j000308_200.jpg
Gallagher,"Gallagher, Mike",Wisconsin,8.0,Republican,House of Representatives: 2017 - 2024,https://www.congress.gov/img/member/115_rp_wi_8_gallagher_mike_200.jpg
González-Colón,"González-Colón, Jenniffer",Puerto Rico,,Republican,House of Representatives: 2017 - 2025,https://www.congress.gov/img/member/g000582_200.jpg
Sasse,"Sasse, Ben",Nebraska,,Republican,Senate: 2015 - 2023,https://www.congress.gov/img/member/s001197_200.jpg
Buck,"Buck, Ken",Colorado,4.0,Republican,House of Representatives: 2015 - 2024,https://www.congress.gov/img/member/115_rp_co_4_buck_ken_200.jpg
Stewart,"Stewart, Chris",Utah,2.0,Republican,House of Representatives: 2013 - 2023,https://www.congress.gov/img/member/s001192_200.jpg
Payne,"Payne, Donald M.",New Jersey,10.0,Democratic,House of Representatives: 2012 - 2024,https://www.congress.gov/img/member/p000604_200.jpg
Cicilline,"Cicilline, David N.",Rhode Island,1.0,Democratic,House of Representatives: 2011 - 2023,https://www.congress.gov/img/member/115_rp_ri_1_cicilline_david_200.jpg
Johnson,"Johnson, Bill",Ohio,6.0,Republican,House of Representatives: 2011 - 2024,https://www.congress.gov/img/member/j000292_200.jpg
McCarthy,"McCarthy, Kevin",California,20.0,Republican,House of Representatives: 2007 - 2023,https://www.congress.gov/img/member/m001165_200.jpg
Feinstein,"Feinstein, Dianne",California,,Democratic,Senate: 1992 - 2023,https://www.congress.gov/img/member/f000062_200.jpg
Higgins,"Higgins, Brian",New York,26.0,Democratic,House of Representatives: 2005 - 2024,https://www.congress.gov/img/member/h001038_200.jpg
Jackson Lee,"Jackson Lee, Sheila",Texas,18.0,Democratic,House of Representatives: 1995 - 2024,https://www.congress.gov/img/member/j000032_200.jpg
Inhofe,"Inhofe, James M.",Oklahoma,,Republican,"House of Representatives: 1987 - 1995
Senate: 1994 - 2023",https://www.congress.gov/img/member/i000024_200.jpg
McEachin,"McEachin, A. Donald",Virginia,4.0,Democratic,House of Representatives: 2017 - 2022,https://www.congress.gov/img/member/116_rp_va_4_mceachin_a_200.jpg
Newman,"Newman, Marie",Illinois,3.0,Democratic,House of Representatives: 2021 - 2023,https://www.congress.gov/img/member/n000192_200.jpg
Meijer,"Meijer, Peter",Michigan,3.0,Republican,House of Representatives: 2021 - 2023,https://www.congress.gov/img/member/m001186_200.jpg
Kahele,"Kahele, Kaiali'i",Hawaii,2.0,Democratic,House of Representatives: 2021 - 2023,https://www.congress.gov/img/member/k000396_200.jpg
Jones,"Jones, Mondaire",New York,17.0,Democratic,House of Representatives: 2021 - 2023,https://www.congress.gov/img/member/j000306_200.jpg
Herrell,"Herrell, Yvette",New Mexico,2.0,Republican,House of Representatives: 2021 - 2023,https://www.congress.gov/img/member/h001084_200.jpg
Cawthorn,"Cawthorn, Madison",North Carolina,11.0,Republican,House of Representatives: 2021 - 2023,https://www.congress.gov/img/member/c001104_200.jpg
Bourdeaux,"Bourdeaux, Carolyn",Georgia,7.0,Democratic,House of Representatives: 2021 - 2023,https://www.congress.gov/img/member/b001312_200.jpg
Jacobs,"Jacobs, Chris",New York,27.0,Republican,House of Representatives: 2020 - 2023,https://www.congress.gov/img/member/j000020_200.jpg
Keller,"Keller, Fred",Pennsylvania,12.0,Republican,House of Representatives: 2019 - 2023,https://www.congress.gov/img/member/k000395_200.jpg
Luria,"Luria, Elaine G.",Virginia,2.0,Democratic,House of Representatives: 2019 - 2023,https://www.congress.gov/img/member/l000591_200.jpg
Taylor,"Taylor, Van",Texas,3.0,Republican,House of Representatives: 2019 - 2023,https://www.congress.gov/img/member/t000479_200.jpg
Gonzalez,"Gonzalez, Anthony",Ohio,16.0,Republican,House of Representatives: 2019 - 2023,https://www.congress.gov/img/member/g000588_200.jpg
Malinowski,"Malinowski, Tom",New Jersey,7.0,Democratic,House of Representatives: 2019 - 2023,https://www.congress.gov/img/member/m001203_200.jpg
Axne,"Axne, Cynthia",Iowa,3.0,Democratic,House of Representatives: 2019 - 2023,https://www.congress.gov/img/member/a000378_200.jpg
San Nicolas,"San Nicolas, Michael F. Q.",Guam,0.0,Democratic,House of Representatives: 2019 - 2023,https://www.congress.gov/img/member/s001204_200.jpg
Lamb,"Lamb, Conor",Pennsylvania,17.0,Democratic,House of Representatives: 2018 - 2023,https://www.congress.gov/img/member/115_rp_pa_18_lamb_conor_200.jpg
Cheney,"Cheney, Liz",Wyoming,0.0,Republican,House of Representatives: 2017 - 2023,https://www.congress.gov/img/member/c001109_200.jpg
Brown,"Brown, Anthony G.",Maryland,4.0,Democratic,House of Representatives: 2017 - 2023,https://www.congress.gov/img/member/b001304_200.jpg
Hollingsworth,"Hollingsworth, Trey",Indiana,9.0,Republican,House of Representatives: 2017 - 2023,https://www.congress.gov/img/member/115_rp_in_9_hollingsworth_trey_200.jpg
Demings,"Demings, Val Butler",Florida,10.0,Democratic,House of Representatives: 2017 - 2023,https://www.congress.gov/img/member/d000627_200.jpg
Murphy,"Murphy, Stephanie N.",Florida,7.0,Democratic,House of Representatives: 2017 - 2023,https://www.congress.gov/img/member/m001202_200.jpg
Lawson,"Lawson, Al, Jr.",Florida,5.0,Democratic,House of Representatives: 2017 - 2023,https://www.congress.gov/img/member/116_rp_fl_5_lawson_al_200.jpg
O'Halleran,"O'Halleran, Tom",Arizona,1.0,Democratic,House of Representatives: 2017 - 2023,https://www.congress.gov/img/member/o000171_200.jpg
Katko,"Katko, John",New York,24.0,Republican,House of Representatives: 2015 - 2023,https://www.congress.gov/img/member/115_rp_ny_24_katko_john_200.jpg
Rice,"Rice, Kathleen M.",New York,4.0,Democratic,House of Representatives: 2015 - 2023,https://www.congress.gov/img/member/r000602_200.jpg
Zeldin,"Zeldin, Lee M.",New York,1.0,Republican,House of Representatives: 2015 - 2023,https://www.congress.gov/img/member/z000017_200.jpg
Lawrence,"Lawrence, Brenda L.",Michigan,14.0,Democratic,House of Representatives: 2015 - 2023,https://www.congress.gov/img/member/l000581_200.jpg
Hice,"Hice, Jody B.",Georgia,10.0,Republican,House of Representatives: 2015 - 2023,https://www.congress.gov/img/member/h001071_200.jpg
Rice,"Rice, Tom",South Carolina,7.0,Republican,House of Representatives: 2013 - 2023,https://www.congress.gov/img/member/r000597_200.jpg
Maloney,"Maloney, Sean Patrick",New York,18.0,Democratic,House of Representatives: 2013 - 2023,https://www.congress.gov/img/member/m001185_200.jpg
Walorski,"Walorski, Jackie",Indiana,2.0,Republican,House of Representatives: 2013 - 2022,https://www.congress.gov/img/member/w000813_200.jpg
Bustos,"Bustos, Cheri",Illinois,17.0,Democratic,House of Representatives: 2013 - 2023,https://www.congress.gov/img/member/b001286_200.jpg
Lowenthal,"Lowenthal, Alan S.",California,47.0,Democratic,House of Representatives: 2013 - 2023,https://www.congress.gov/img/member/l000579_200.jpg
Speier,"Speier, Jackie",California,14.0,Democratic,House of Representatives: 2008 - 2023,https://www.congress.gov/img/member/s001175_200.jpg
Sires,"Sires, Albio",New Jersey,8.0,Democratic,House of Representatives: 2005 - 2023,https://www.congress.gov/img/member/s001165_200.jpg
Reed,"Reed, Tom",New York,23.0,Republican,House of Representatives: 2010 - 2022,https://www.congress.gov/img/member/r000585_200.jpg
McKinley,"McKinley, David B.",West Virginia,1.0,Republican,House of Representatives: 2011 - 2023,https://www.congress.gov/img/member/m001180_200.jpg
Herrera Beutler,"Herrera Beutler, Jaime",Washington,3.0,Republican,House of Representatives: 2011 - 2023,https://www.congress.gov/img/member/h001056_200.jpg
Gibbs,"Gibbs, Bob",Ohio,7.0,Republican,House of Representatives: 2011 - 2023,https://www.congress.gov/img/member/g000563_200.jpg
Palazzo,"Palazzo, Steven M.",Mississippi,4.0,Republican,House of Representatives: 2011 - 2023,https://www.congress.gov/img/member/p000601_200.jpg
Long,"Long, Billy",Missouri,7.0,Republican,House of Representatives: 2011 - 2023,https://www.congress.gov/img/member/l000576_200.jpg
Hartzler,"Hartzler, Vicky",Missouri,4.0,Republican,House of Representatives: 2011 - 2023,https://www.congress.gov/img/member/h001053_200.jpg
Kinzinger,"Kinzinger, Adam",Illinois,16.0,Republican,House of Representatives: 2011 - 2023,https://www.congress.gov/img/member/k000378_200.jpg
Bass,"Bass, Karen",California,37.0,Democratic,House of Representatives: 2011 - 2022,https://www.congress.gov/img/member/115_rp_ca_37_bass_karen_200.jpg
Brooks,"Brooks, Mo",Alabama,5.0,Republican,House of Representatives: 2011 - 2023,https://www.congress.gov/img/member/b001274_200.jpg
Yarmuth,"Yarmuth, John A.",Kentucky,3.0,Democratic,House of Representatives: 2007 - 2023,https://www.congress.gov/img/member/y000062_200.jpg
Perlmutter,"Perlmutter, Ed",Colorado,7.0,Democratic,House of Representatives: 2007 - 2023,https://www.congress.gov/img/member/p000593_200.jpg
McNerney,"McNerney, Jerry",California,9.0,Democratic,House of Representatives: 2007 - 2023,https://www.congress.gov/img/member/m001166_200.jpg
Schrader,"Schrader, Kurt",Oregon,5.0,Democratic,House of Representatives: 2009 - 2023,https://www.congress.gov/img/member/s001180_200.jpg
Kirkpatrick,"Kirkpatrick, Ann",Arizona,2.0,Democratic,"House of Representatives: 2009 - 2011
House of Representatives: 2013 - 2017
House of Representatives: 2019 - 2023",https://www.congress.gov/img/member/k000368_200.jpg
Price,"Price, David E.",North Carolina,4.0,Democratic,"House of Representatives: 1987 - 1995
House of Representatives: 1997 - 2023",https://www.congress.gov/img/member/p000523_200.jpg
Portman,"Portman, Rob",Ohio,,Republican,"House of Representatives: 1993 - 2007
Senate: 2011 - 2023",https://www.congress.gov/img/member/p000449_200.jpg
Toomey,"Toomey, Patrick",Pennsylvania,,Republican,"House of Representatives: 1999 - 2005
Senate: 2011 - 2023",https://www.congress.gov/img/member/t000461_200.jpg
Kind,"Kind, Ron",Wisconsin,3.0,Democratic,House of Representatives: 1997 - 2023,https://www.congress.gov/img/member/116_rp_wi_3_kind_ron_200.jpg
Brady,"Brady, Kevin",Texas,8.0,Republican,House of Representatives: 1997 - 2023,https://www.congress.gov/img/member/b000755_200.jpg
Blunt,"Blunt, Roy",Missouri,,Republican,"House of Representatives: 1997 - 2011
Senate: 2011 - 2023",https://www.congress.gov/img/member/b000575_200.jpg
Young,"Young, Don",Alaska,0.0,Republican,House of Representatives: 1973 - 2022,https://www.congress.gov/img/member/116_rp_ak_0_young_don_200.jpg
Upton,"Upton, Fred",Michigan,6.0,Republican,House of Representatives: 1987 - 2023,https://www.congress.gov/img/member/u000031_200.jpg
Shelby,"Shelby, Richard C.",Alabama,,Republican,"House of Representatives: 1979 - 1987
Senate: 1987 - 2023",https://www.congress.gov/img/member/s000320_200.jpg
Rush,"Rush, Bobby L.",Illinois,1.0,Democratic,House of Representatives: 1993 - 2023,https://www.congress.gov/img/member/r000515_200.jpg
Roybal-Allard,"Roybal-Allard, Lucille",California,40.0,Democratic,House of Representatives: 1993 - 2023,https://www.congress.gov/img/member/r000486_200.jpg
Leahy,"Leahy, Patrick J.",Vermont,,Democratic,Senate: 1975 - 2023,https://www.congress.gov/img/member/l000174_200.jpg
Gohmert,"Gohmert, Louie",Texas,1.0,Republican,House of Representatives: 2005 - 2023,https://www.congress.gov/img/member/116_rp_tx_1_gohmert_louie_200.jpg
Butterfield,"Butterfield, G. K.",North Carolina,1.0,Democratic,House of Representatives: 2004 - 2022,https://www.congress.gov/img/member/b001251_200.jpg
Ryan,"Ryan, Tim",Ohio,13.0,Democratic,House of Representatives: 2003 - 2023,https://www.congress.gov/img/member/116_rp_oh_13_ryan_tim_200.jpg
Langevin,"Langevin, James R.",Rhode Island,2.0,Democratic,House of Representatives: 2001 - 2023,https://www.congress.gov/img/member/116_rp_ri_2_langevin_james_200.jpg
Cooper,"Cooper, Jim",Tennessee,5.0,Democratic,"House of Representatives: 1983 - 1995
House of Representatives: 2003 - 2023",https://www.congress.gov/img/member/c000754_200.jpg
Chabot,"Chabot, Steve",Ohio,1.0,Republican,"House of Representatives: 1995 - 2009
House of Representatives: 2011 - 2023",https://www.congress.gov/img/member/c000266_200.jpg
Burr,"Burr, Richard",North Carolina,,Republican,"House of Representatives: 1995 - 2005
Senate: 2005 - 2023",https://www.congress.gov/img/member/b001135_200.jpg
Doyle,"Doyle, Michael F.",Pennsylvania,18.0,Democratic,House of Representatives: 1995 - 2022,https://www.congress.gov/img/member/116_rp_pa_18_doyle_michael_200.jpg
DeFazio,"DeFazio, Peter A.",Oregon,4.0,Democratic,House of Representatives: 1987 - 2023,https://www.congress.gov/img/member/d000191_200.jpg
Levin,"Levin, Andy",Michigan,9.0,Democratic,House of Representatives: 2019 - 2023,
Sempolinski,"Sempolinski, Joseph",New York,23.0,Republican,House of Representatives: 2022 - 2023,https://www.congress.gov/img/member/s001219_200.jpg
Flores,"Flores, Mayra",Texas,34.0,Republican,House of Representatives: 2022 - 2023,https://www.congress.gov/img/member/f000473_200.jpg
Conway,"Conway, Connie",California,22.0,Republican,House of Representatives: 2022 - 2023,https://www.congress.gov/img/member/c001128_200.jpg
Loeffler,"Loeffler, Kelly",Georgia,,Republican,Senate: 2020 - 2021,https://www.congress.gov/img/member/l000594_200.jpg
Wright,"Wright, Ron",Texas,6.0,Republican,House of Representatives: 2019 - 2021,https://www.congress.gov/img/member/w000827_200.jpg
Delgado,"Delgado, Antonio",New York,19.0,Democratic,House of Representatives: 2019 - 2022,https://www.congress.gov/img/member/d000630_200.jpg
Haaland,"Haaland, Debra A.",New Mexico,1.0,Democratic,House of Representatives: 2019 - 2021,https://www.congress.gov/img/member/h001080_200.jpg
Hagedorn,"Hagedorn, Jim",Minnesota,1.0,Republican,House of Representatives: 2019 - 2022,https://www.congress.gov/img/member/h001088_200.jpg
Crist,"Crist, Charlie",Florida,13.0,Democratic,House of Representatives: 2017 - 2022,https://www.congress.gov/img/member/116_rp_fl_13_crist_charlie_200.jpg
Harris,"Harris, Kamala D.",California,,Democratic,Senate: 2017 - 2021,https://www.congress.gov/img/member/h001075_200.jpg
Vela,"Vela, Filemon",Texas,34.0,Democratic,House of Representatives: 2013 - 2022,https://www.congress.gov/img/member/v000132_200.jpg
Deutch,"Deutch, Theodore E.",Florida,22.0,Democratic,House of Representatives: 2010 - 2022,https://www.congress.gov/img/member/d000610_200.jpg
Stivers,"Stivers, Steve",Ohio,15.0,Republican,House of Representatives: 2011 - 2021,https://www.congress.gov/img/member/s001187_200.jpg
Richmond,"Richmond, Cedric L.",Louisiana,2.0,Democratic,House of Representatives: 2011 - 2021,https://www.congress.gov/img/member/r000588_200.jpg
Fudge,"Fudge, Marcia L.",Ohio,11.0,Democratic,House of Representatives: 2008 - 2021,https://www.congress.gov/img/member/f000455_200.jpg
Fortenberry,"Fortenberry, Jeff",Nebraska,1.0,Republican,House of Representatives: 2005 - 2022,https://www.congress.gov/img/member/116_rp_ne_1_fortenberry_jeff_200.jpg
Nunes,"Nunes, Devin",California,22.0,Republican,House of Representatives: 2003 - 2022,https://www.congress.gov/img/member/n000181_200.jpg
Hastings,"Hastings, Alcee L.",Florida,20.0,Democratic,House of Representatives: 1993 - 2021,https://www.congress.gov/img/member/h000324_200.jpg
